	2821	864.96	0.00	35.00	0.00	35.00	0.00	40.00	0.00	30.35	0.00	49.96	0.00	67.03	0.00	83.48	0.00	116.99	0.00	284.58
	2822	923.93	0.00	35.00	0.00	35.00	0.00	40.00	0.00	32.91	0.00	54.16	0.00	72.67	0.00	90.49	0.00	126.82	0.00	308.49
	2823	897.46	0.00	35.00	0.00	35.00	0.00	40.00	0.00	30.11	0.00	49.56	0.00	66.50	0.00	82.81	0.00	116.06	0.00	282.30
	2824	904.13	0.00	35.00	0.00	35.00	0.00	40.00	0.00	30.78	0.00	50.65	0.00	67.96	0.00	84.63	0.00	118.62	0.00	288.52
	2825	982.85	0.00	35.00	0.00	35.00	0.00	40.00	0.00	35.36	0.00	58.19	0.00	78.08	0.00	97.23	0.00	136.27	0.00	331.48
	2826	1007.46	0.00	35.00	0.00	35.00	0.00	40.00	0.00	33.31	0.00	54.83	0.00	73.57	0.00	91.62	0.00	128.40	0.00	312.32
	2827	991.4	0.00	35.00	0.00	35.00	0.00	40.00	0.00	28.64	0.00	47.14	0.00	63.25	0.00	78.76	0.00	110.38	0.00	268.50
	2828	905.89	0.00	35.00	0.00	35.00	0.00	40.00	0.00	26.28	0.00	43.25	0.00	58.03	0.00	72.26	0.00	101.28	0.00	246.35
	2829	780.17	0.00	35.00	0.00	35.00	0.00	40.00	0.00	25.54	0.00	42.04	0.00	56.41	0.00	70.25	0.00	98.45	0.00	239.47
	2830	842.26	0.00	35.00	0.00	35.00	0.00	40.00	0.00	33.50	0.00	55.13	0.00	73.97	0.00	92.11	0.00	129.10	0.00	314.03
	2831	820.59	0.00	35.00	0.00	35.00	0.00	40.00	0.00	24.94	0.00	41.05	0.00	55.08	0.00	68.59	0.00	96.14	0.00	233.84
	2832	747.87	0.00	35.00	0.00	35.00	0.00	40.00	0.00	28.00	0.00	46.09	0.00	61.84	0.00	77.01	0.00	107.93	0.00	262.53
	2833	803.28	0.00	35.00	0.00	35.00	0.00	40.00	0.00	21.67	0.00	35.67	0.00	47.86	0.00	59.60	0.00	83.53	0.00	203.17
	2834	719.08	0.00	35.00	0.00	35.00	0.00	40.00	0.00	19.17	0.00	31.54	0.00	42.32	0.00	52.70	0.00	73.87	0.00	179.67
	2835	722.91	0.00	35.00	0.00	35.00	0.00	40.00	0.00	24.36	0.00	40.10	0.00	53.80	0.00	67.00	0.00	93.90	0.00	228.40
	2836	588.36	0.00	35.00	0.00	35.00	0.00	40.00	0.00	19.94	0.00	32.81	0.00	44.03	0.00	54.83	0.00	76.84	0.00	186.91
	2837	577.56	0.00	35.00	0.00	35.00	0.00	40.00	0.00	24.48	0.00	40.29	0.00	54.05	0.00	67.31	0.00	94.34	0.00	229.47
	2838	635.37	0.00	35.00	0.00	35.00	0.00	40.00	0.00	27.67	0.00	45.54	0.00	61.11	0.00	76.09	0.00	106.65	0.00	259.41
	2839	664.07	0.00	35.00	0.00	35.00	0.00	40.00	0.00	53.18	0.00	87.52	0.00	117.43	0.00	146.24	0.00	204.95	0.00	498.53
	2840	649.05	0.00	35.00	0.00	35.00	0.00	40.00	0.00	45.05	0.00	74.14	0.00	99.48	0.00	123.88	0.00	173.62	0.00	422.33
	2841	606.47	0.00	35.00	0.00	35.00	0.00	40.00	0.00	65.71	0.00	108.14	0.00	145.10	0.00	180.70	0.00	253.25	0.00	616.01
	2842	585.5	0.00	35.00	0.00	35.00	0.00	40.00	0.00	82.22	0.00	135.32	0.00	181.57	0.00	226.11	0.00	316.90	0.00	770.84
	2843	433.67	0.00	35.00	0.00	35.00	0.00	40.00	0.00	82.25	0.00	135.36	0.00	181.63	0.00	226.18	0.00	316.99	0.00	771.06
	2844	592.31	0.00	35.00	0.00	35.00	0.00	40.00	0.00	96.81	0.00	159.33	0.00	213.79	0.00	266.23	0.00	373.12	0.00	907.59
	2845	535.09	0.00	35.00	0.00	35.00	0.00	40.00	0.00	106.30	0.00	174.95	0.00	234.75	0.00	292.32	0.00	409.70	0.00	996.56
	2846	487.65	0.00	35.00	0.00	35.00	0.00	40.00	0.00	109.83	0.00	180.77	0.00	242.55	0.00	302.04	0.00	423.32	0.00	1029.69
	2847	437.91	0.00	35.00	0.00	35.00	0.00	40.00	0.00	111.74	0.00	183.90	0.00	246.76	0.00	307.28	0.00	430.66	0.00	1047.56
	2848	366.46	0.00	35.00	0.00	35.00	0.00	40.00	0.00	108.31	0.00	178.26	0.00	239.18	0.00	297.85	0.00	417.45	0.00	1015.41
	2849	383.26	0.00	35.00	0.00	35.00	0.00	40.00	0.00	109.12	0.00	179.59	0.00	240.97	0.00	300.07	0.00	420.55	0.00	1022.97
	2850	360.54	0.00	35.00	0.00	35.00	0.00	40.00	0.00	107.15	0.00	176.36	0.00	236.63	0.00	294.67	0.00	412.98	0.00	1004.56
	2851	318.64	0.00	35.00	0.00	35.00	0.00	40.00	0.00	103.81	0.00	170.85	0.00	229.24	0.00	285.47	0.00	400.09	0.00	973.18
	2852	331.79	0.00	35.00	0.00	35.00	0.00	40.00	0.00	101.06	0.00	166.32	0.00	223.17	0.00	277.91	0.00	389.49	0.00	947.41
	2853	313.57	0.00	35.00	0.00	35.00	0.00	40.00	0.00	102.37	0.00	168.48	0.00	226.07	0.00	281.52	0.00	394.55	0.00	959.71
	2854	308.97	0.00	35.00	0.00	35.00	0.00	40.00	0.00	105.55	0.00	173.72	0.00	233.09	0.00	290.26	0.00	406.81	0.00	989.54
	2855	289.5	0.00	35.00	0.00	35.00	0.00	40.00	0.00	104.62	0.00	172.18	0.00	231.03	0.00	287.69	0.00	403.21	0.00	980.78
	2856	272.96	0.00	35.00	0.00	35.00	0.00	40.00	0.00	103.82	0.00	170.87	0.00	229.27	0.00	285.51	0.00	400.15	0.00	973.33
	2857	291.17	0.00	35.00	0.00	35.00	0.00	40.00	0.00	104.70	0.00	172.31	0.00	231.20	0.00	287.91	0.00	403.52	0.00	981.53
	2858	255.43	0.00	35.00	0.00	35.00	0.00	40.00	0.00	102.98	0.00	169.49	0.00	227.42	0.00	283.20	0.00	396.90	0.00	965.44
	2859	265.68	0.00	35.00	0.00	35.00	0.00	40.00	0.00	103.47	0.00	170.30	0.00	228.50	0.00	284.55	0.00	398.80	0.00	970.06
	2860	256.14	0.00	35.00	0.00	35.00	0.00	40.00	0.00	103.01	0.00	169.55	0.00	227.49	0.00	283.29	0.00	397.04	0.00	965.76
	2861	256.13	0.00	35.00	0.00	35.00	0.00	40.00	0.00	103.01	0.00	169.54	0.00	227.49	0.00	283.29	0.00	397.03	0.00	965.76
	2862	258.75	0.00	35.00	0.00	35.00	0.00	40.00	0.00	103.14	0.00	169.75	0.00	227.77	0.00	283.64	0.00	397.52	0.00	966.94
	2863	316.8	0.00	35.00	0.00	35.00	0.00	40.00	0.00	105.93	0.00	174.34	0.00	233.92	0.00	291.30	0.00	408.26	0.00	993.06
	2864	262.29	0.00	35.00	0.00	35.00	0.00	40.00	0.00	103.31	0.00	170.03	0.00	228.14	0.00	284.10	0.00	398.17	0.00	968.53
	2865	262.23	0.00	35.00	0.00	35.00	0.00	40.00	0.00	101.56	0.00	167.15	0.00	224.28	0.00	279.30	0.00	391.44	0.00	952.15
	2866	263.23	0.00	35.00	0.00	35.00	0.00	40.00	0.00	93.30	0.00	153.55	0.00	206.03	0.00	256.57	0.00	359.58	0.00	874.66
	2867	265.67	0.00	35.00	0.00	35.00	0.00	40.00	0.00	84.23	0.00	138.63	0.00	186.01	0.00	231.63	0.00	324.63	0.00	789.65
	2868	530.21	0.00	35.00	0.00	35.00	0.00	40.00	0.00	62.42	0.00	102.74	0.00	137.85	0.00	171.67	0.00	240.60	0.00	585.23
	2869	441.63	0.00	35.00	0.00	35.00	0.00	40.00	0.00	57.75	0.00	95.04	0.00	127.52	0.00	158.80	0.00	222.57	0.00	541.38
	2870	276.38	0.00	38.00	0.00	32.00	0.00	40.00	0.00	85.16	0.00	140.16	0.00	188.07	0.00	234.20	0.00	328.23	0.00	798.41
	2871	267.61	0.00	35.00	0.00	35.00	0.00	40.00	0.00	85.16	0.00	140.15	0.00	188.05	0.00	234.18	0.00	328.20	0.00	798.34
	2872	329.17	0.00	35.00	0.00	35.00	0.00	40.00	0.00	88.97	0.00	146.42	0.00	196.46	0.00	244.65	0.00	342.89	0.00	834.05
	2873	357.44	0.00	35.00	0.00	35.00	0.00	40.00	0.00	92.42	0.00	152.11	0.00	204.09	0.00	254.15	0.00	356.20	0.00	866.44
	2874	424.95	0.00	35.00	0.00	35.00	0.00	40.00	0.00	100.90	0.00	166.06	0.00	222.81	0.00	277.46	0.00	388.87	0.00	945.90
	2875	380.46	0.00	35.00	0.00	35.00	0.00	40.00	0.00	100.96	0.00	166.17	0.00	222.96	0.00	277.65	0.00	389.12	0.00	946.52
	2876	393.81	0.00	35.00	0.00	35.00	0.00	40.00	0.00	104.99	0.00	172.80	0.00	231.86	0.00	288.73	0.00	404.66	0.00	984.31
	2877	291.61	0.00	35.00	0.00	35.00	0.00	40.00	0.00	102.32	0.00	168.40	0.00	225.95	0.00	281.38	0.00	394.35	0.00	959.24
	2878	293.42	0.00	35.00	0.00	35.00	0.00	40.00	0.00	103.10	0.00	169.69	0.00	227.69	0.00	283.54	0.00	397.38	0.00	966.60
	2879	311.75	0.00	35.00	0.00	35.00	0.00	40.00	0.00	105.68	0.00	173.94	0.00	233.39	0.00	290.63	0.00	407.32	0.00	990.79
	2880	351.09	0.00	35.00	0.00	35.00	0.00	40.00	0.00	104.59	0.00	172.14	0.00	230.98	0.00	287.63	0.00	403.12	0.00	980.56
	2881	472.2	0.00	35.00	0.00	35.00	0.00	40.00	0.00	101.86	0.00	167.64	0.00	224.93	0.00	280.11	0.00	392.57	0.00	954.91
	2882	709.52	0.00	35.00	0.00	35.00	0.00	40.00	0.00	98.70	0.00	162.44	0.00	217.96	0.00	271.42	0.00	380.40	0.00	925.30
	2883	980.41	0.00	35.00	0.00	35.00	0.00	40.00	0.00	80.63	0.00	132.71	0.00	178.06	0.00	221.74	0.00	310.77	0.00	755.93
	2884	801.73	0.00	35.00	0.00	35.00	0.00	40.00	0.00	15.69	0.00	25.82	0.00	34.64	0.00	43.14	0.00	60.46	0.00	147.05
	2885	935.3	0.00	35.00	0.00	35.00	0.00	40.00	0.00	22.10	0.00	36.38	0.00	48.81	0.00	60.78	0.00	85.19	0.00	207.21
	2886	812.38	0.00	35.00	0.00	35.00	0.00	40.00	0.00	20.30	0.00	33.41	0.00	44.82	0.00	55.82	0.00	78.23	0.00	190.29
	2887	783.39	0.00	35.00	0.00	35.00	0.00	40.00	0.00	18.58	0.00	30.58	0.00	41.04	0.00	51.10	0.00	71.62	0.00	174.22
	2888	796.61	0.00	35.00	0.00	35.00	0.00	40.00	0.00	20.16	0.00	33.18	0.00	44.52	0.00	55.44	0.00	77.70	0.00	188.99
	2889	798.78	0.00	35.00	0.00	35.00	0.00	40.00	0.00	20.40	0.00	33.58	0.00	45.05	0.00	56.11	0.00	78.63	0.00	191.27
	2890	761.39	0.00	35.00	0.00	35.00	0.00	40.00	0.00	18.59	0.00	30.59	0.00	41.05	0.00	51.11	0.00	71.64	0.00	174.25
	2891	823.41	0.00	35.00	0.00	35.00	0.00	40.00	0.00	22.54	0.00	37.10	0.00	49.78	0.00	61.99	0.00	86.88	0.00	211.34
	2892	737.81	0.00	35.00	0.00	35.00	0.00	40.00	0.00	20.47	0.00	33.68	0.00	45.20	0.00	56.28	0.00	78.88	0.00	191.87
	2893	793.9	0.00	35.00	0.00	35.00	0.00	40.00	0.00	24.04	0.00	39.57	0.00	53.09	0.00	66.11	0.00	92.66	0.00	225.38
	2894	825.42	0.00	35.00	0.00	35.00	0.00	40.00	0.00	24.70	0.00	40.65	0.00	54.55	0.00	67.93	0.00	95.20	0.00	231.57
	2895	849.04	0.00	35.00	0.00	35.00	0.00	40.00	0.00	24.48	0.00	40.30	0.00	54.07	0.00	67.33	0.00	94.36	0.00	229.53
	2896	878.37	0.00	35.00	0.00	35.00	0.00	40.00	0.00	25.89	0.00	42.60	0.00	57.17	0.00	71.19	0.00	99.77	0.00	242.69
	2897	955.67	0.00	35.00	0.00	35.00	0.00	40.00	0.00	29.75	0.00	48.97	0.00	65.70	0.00	81.82	0.00	114.67	0.00	278.93
	2898	990.34	0.00	35.00	0.00	35.00	0.00	40.00	0.00	30.02	0.00	49.41	0.00	66.29	0.00	82.55	0.00	115.70	0.00	281.43
	2899	921.46	0.00	35.00	0.00	35.00	0.00	40.00	0.00	20.93	0.00	34.44	0.00	46.22	0.00	57.55	0.00	80.66	0.00	196.20
	2900	1043.65	0.00	35.00	0.00	35.00	0.00	40.00	0.00	25.80	0.00	42.46	0.00	56.97	0.00	70.95	0.00	99.43	0.00	241.86
	2901	978.52	0.00	35.00	0.00	35.00	0.00	40.00	0.00	22.80	0.00	37.52	0.00	50.34	0.00	62.69	0.00	87.86	0.00	213.71
	2902	883.01	0.00	35.00	0.00	35.00	0.00	40.00	0.00	20.15	0.00	33.17	0.00	44.50	0.00	55.42	0.00	77.67	0.00	188.92
	2903	875.98	0.00	35.00	0.00	35.00	0.00	40.00	0.00	20.91	0.00	34.41	0.00	46.18	0.00	57.50	0.00	80.59	0.00	196.03
	2904	1046.42	0.00	35.00	0.00	35.00	0.00	40.00	0.00	19.60	0.00	32.26	0.00	43.29	0.00	53.91	0.00	75.55	0.00	183.77
	2905	896.24	0.00	35.00	0.00	35.00	0.00	40.00	0.00	15.89	0.00	26.15	0.00	35.09	0.00	43.70	0.00	61.24	0.00	148.96
	2906	763.09	0.00	35.00	0.00	35.00	0.00	40.00	0.00	10.17	0.00	16.74	0.00	22.46	0.00	27.96	0.00	39.19	0.00	95.33
	2907	755.44	0.00	35.00	0.00	35.00	0.00	40.00	0.00	17.56	0.00	28.90	0.00	38.78	0.00	48.29	0.00	67.68	0.00	164.63
	2908	795.62	0.00	35.00	0.00	35.00	0.00	40.00	0.00	20.72	0.00	34.10	0.00	45.75	0.00	56.98	0.00	79.85	0.00	194.24
	2909	768.3	0.00	35.00	0.00	35.00	0.00	40.00	0.00	20.05	0.00	33.00	0.00	44.27	0.00	55.13	0.00	77.27	0.00	187.95
	2910	798.41	0.00	35.00	0.00	35.00	0.00	40.00	0.00	27.43	0.00	45.15	0.00	60.58	0.00	75.44	0.00	105.74	0.00	257.20
	2911	634.93	0.00	35.00	0.00	35.00	0.00	40.00	0.00	19.96	0.00	32.84	0.00	44.07	0.00	54.88	0.00	76.91	0.00	187.09
	2912	703.68	0.00	35.00	0.00	35.00	0.00	40.00	0.00	23.42	0.00	38.54	0.00	51.71	0.00	64.40	0.00	90.25	0.00	219.53
	2913	717.36	0.00	35.00	0.00	35.00	0.00	40.00	0.00	26.21	0.00	43.14	0.00	57.88	0.00	72.08	0.00	101.02	0.00	245.73
	2914	661.66	0.00	35.00	0.00	35.00	0.00	40.00	0.00	30.61	0.00	50.39	0.00	67.61	0.00	84.19	0.00	117.99	0.00	287.01
	2915	680.45	0.00	35.00	0.00	35.00	0.00	40.00	0.00	26.75	0.00	44.02	0.00	59.07	0.00	73.55	0.00	103.09	0.00	250.76
	2916	619.82	0.00	35.00	0.00	35.00	0.00	40.00	0.00	35.73	0.00	58.80	0.00	78.90	0.00	98.25	0.00	137.70	0.00	334.94
	2917	560.28	0.00	35.00	0.00	35.00	0.00	40.00	0.00	41.39	0.00	68.13	0.00	91.41	0.00	113.83	0.00	159.54	0.00	388.07
	2918	593.73	0.00	35.00	0.00	35.00	0.00	40.00	0.00	55.60	0.00	91.50	0.00	122.77	0.00	152.89	0.00	214.27	0.00	521.21
	2919	561.01	0.00	35.00	0.00	35.00	0.00	40.00	0.00	69.29	0.00	114.03	0.00	153.01	0.00	190.53	0.00	267.04	0.00	649.55
	2920	494.77	0.00	35.00	0.00	35.00	0.00	40.00	0.00	81.05	0.00	133.40	0.00	178.99	0.00	222.90	0.00	312.39	0.00	759.87
	2921	482.13	0.00	35.00	0.00	35.00	0.00	40.00	0.00	91.84	0.00	151.15	0.00	202.81	0.00	252.56	0.00	353.96	0.00	860.99
	2922	454.93	0.00	35.00	0.00	35.00	0.00	40.00	0.00	103.58	0.00	170.48	0.00	228.74	0.00	284.85	0.00	399.22	0.00	971.08
	2923	460	0.00	35.00	0.00	35.00	0.00	40.00	0.00	112.80	0.00	185.65	0.00	249.10	0.00	310.20	0.00	434.75	0.00	1057.50
	2924	423.52	0.00	35.00	0.00	35.00	0.00	40.00	0.00	111.05	0.00	182.77	0.00	245.23	0.00	305.38	0.00	428.00	0.00	1041.08
	2925	383.47	0.00	35.00	0.00	35.00	0.00	40.00	0.00	109.13	0.00	179.60	0.00	240.99	0.00	300.10	0.00	420.59	0.00	1023.06
	2926	350.21	0.00	35.00	0.00	35.00	0.00	40.00	0.00	107.53	0.00	176.98	0.00	237.46	0.00	295.71	0.00	414.44	0.00	1008.09
	2927	378.94	0.00	35.00	0.00	35.00	0.00	40.00	0.00	108.91	0.00	179.25	0.00	240.51	0.00	299.50	0.00	419.75	0.00	1021.02
	2928	342.4	0.00	35.00	0.00	35.00	0.00	40.00	0.00	102.39	0.00	168.52	0.00	226.11	0.00	281.58	0.00	394.63	0.00	959.92
	2929	317.52	0.00	35.00	0.00	35.00	0.00	40.00	0.00	95.89	0.00	157.81	0.00	211.75	0.00	263.68	0.00	369.56	0.00	898.93
	2930	310.42	0.00	35.00	0.00	35.00	0.00	40.00	0.00	94.48	0.00	155.50	0.00	208.65	0.00	259.83	0.00	364.16	0.00	885.79
	2931	297.43	0.00	35.00	0.00	35.00	0.00	40.00	0.00	92.45	0.00	152.16	0.00	204.17	0.00	254.25	0.00	356.33	0.00	866.75
	2932	292.15	0.00	35.00	0.00	35.00	0.00	40.00	0.00	99.27	0.00	163.38	0.00	219.22	0.00	272.99	0.00	382.60	0.00	930.65
	2933	312.43	0.00	35.00	0.00	35.00	0.00	40.00	0.00	105.72	0.00	173.99	0.00	233.46	0.00	290.72	0.00	407.45	0.00	991.09
	2934	271.78	0.00	35.00	0.00	35.00	0.00	40.00	0.00	103.77	0.00	170.78	0.00	229.15	0.00	285.35	0.00	399.93	0.00	972.80
	2935	255.43	0.00	35.00	0.00	35.00	0.00	40.00	0.00	102.98	0.00	169.49	0.00	227.42	0.00	283.20	0.00	396.90	0.00	965.44
	2936	263.8	0.00	35.00	0.00	35.00	0.00	40.00	0.00	103.38	0.00	170.15	0.00	228.30	0.00	284.30	0.00	398.45	0.00	969.21
	2937	259.12	0.00	38.00	0.00	32.00	0.00	40.00	0.00	103.16	0.00	169.78	0.00	227.81	0.00	283.68	0.00	397.59	0.00	967.10
	2938	261.29	0.00	38.00	0.00	32.00	0.00	40.00	0.00	103.26	0.00	169.95	0.00	228.04	0.00	283.97	0.00	397.99	0.00	968.08
	2939	256.81	0.00	38.00	0.00	32.00	0.00	40.00	0.00	103.05	0.00	169.60	0.00	227.56	0.00	283.38	0.00	397.16	0.00	966.06
	2940	271.2	0.00	38.00	0.00	32.00	0.00	40.00	0.00	103.74	0.00	170.73	0.00	229.09	0.00	285.28	0.00	399.82	0.00	972.54
	2941	268.85	0.00	38.00	0.00	32.00	0.00	40.00	0.00	103.62	0.00	170.55	0.00	228.84	0.00	284.97	0.00	399.39	0.00	971.48
	2942	267.96	0.00	38.00	0.00	32.00	0.00	40.00	0.00	103.58	0.00	170.48	0.00	228.74	0.00	284.85	0.00	399.22	0.00	971.08
	2943	264.48	0.00	38.00	0.00	32.00	0.00	40.00	0.00	103.42	0.00	170.20	0.00	228.37	0.00	284.39	0.00	398.58	0.00	969.52
	2944	272.82	0.00	38.00	0.00	32.00	0.00	40.00	0.00	103.82	0.00	170.86	0.00	229.26	0.00	285.49	0.00	400.12	0.00	973.27
	2945	275.59	0.00	38.00	0.00	32.00	0.00	40.00	0.00	102.77	0.00	169.15	0.00	226.95	0.00	282.62	0.00	396.10	0.00	963.49
	2946	277.3	0.00	38.00	0.00	32.00	0.00	40.00	0.00	94.56	0.00	155.63	0.00	208.82	0.00	260.04	0.00	364.45	0.00	886.49
	2947	257.26	0.00	35.00	0.00	35.00	0.00	40.00	0.00	94.18	0.00	155.01	0.00	207.99	0.00	259.01	0.00	363.00	0.00	882.97
	2948	256.74	0.00	35.00	0.00	35.00	0.00	40.00	0.00	87.85	0.00	144.59	0.00	194.00	0.00	241.59	0.00	338.59	0.00	823.60
	2949	285.1	0.00	35.00	0.00	35.00	0.00	40.00	0.00	90.73	0.00	149.33	0.00	200.36	0.00	249.51	0.00	349.69	0.00	850.60
	2950	312.92	0.00	35.00	0.00	35.00	0.00	40.00	0.00	99.16	0.00	163.20	0.00	218.98	0.00	272.69	0.00	382.18	0.00	929.63
	2951	300.55	0.00	35.00	0.00	35.00	0.00	40.00	0.00	103.59	0.00	170.50	0.00	228.77	0.00	284.88	0.00	399.27	0.00	971.19
	2952	303.48	0.00	35.00	0.00	35.00	0.00	40.00	0.00	105.29	0.00	173.28	0.00	232.51	0.00	289.54	0.00	405.79	0.00	987.07
	2953	291.54	0.00	35.00	0.00	35.00	0.00	40.00	0.00	104.71	0.00	172.34	0.00	231.24	0.00	287.96	0.00	403.58	0.00	981.69
	2954	289.9	0.00	35.00	0.00	35.00	0.00	40.00	0.00	104.64	0.00	172.21	0.00	231.07	0.00	287.75	0.00	403.28	0.00	980.96
	2955	271.43	0.00	35.00	0.00	35.00	0.00	40.00	0.00	103.75	0.00	170.75	0.00	229.11	0.00	285.31	0.00	399.86	0.00	972.64
	2956	273.43	0.00	35.00	0.00	35.00	0.00	40.00	0.00	103.84	0.00	170.91	0.00	229.32	0.00	285.57	0.00	400.23	0.00	973.54
	2957	282.46	0.00	35.00	0.00	35.00	0.00	40.00	0.00	104.28	0.00	171.62	0.00	230.28	0.00	286.76	0.00	401.91	0.00	977.61
	2958	295.94	0.00	35.00	0.00	35.00	0.00	40.00	0.00	104.93	0.00	172.69	0.00	231.71	0.00	288.54	0.00	404.40	0.00	983.67
	2959	315.44	0.00	35.00	0.00	35.00	0.00	40.00	0.00	105.86	0.00	174.23	0.00	233.78	0.00	291.12	0.00	408.01	0.00	992.45
	2960	333.83	0.00	35.00	0.00	35.00	0.00	40.00	0.00	106.74	0.00	175.68	0.00	235.73	0.00	293.55	0.00	411.41	0.00	1000.72
	2961	377.21	0.00	35.00	0.00	35.00	0.00	40.00	0.00	103.79	0.00	170.82	0.00	229.21	0.00	285.43	0.00	400.03	0.00	973.04
	2962	357.8	0.00	35.00	0.00	35.00	0.00	40.00	0.00	96.38	0.00	158.63	0.00	212.84	0.00	265.05	0.00	371.47	0.00	903.57
	2963	624.8	0.00	35.00	0.00	35.00	0.00	40.00	0.00	97.89	0.00	161.12	0.00	216.18	0.00	269.21	0.00	377.30	0.00	917.75
	2964	777.19	0.00	35.00	0.00	35.00	0.00	40.00	0.00	11.59	0.00	19.08	0.00	25.60	0.00	31.88	0.00	44.68	0.00	108.68
	2965	1063.36	0.00	35.00	0.00	35.00	0.00	40.00	0.00	16.30	0.00	26.83	0.00	36.00	0.00	44.83	0.00	62.83	0.00	152.83
	2966	797.76	0.00	35.00	0.00	35.00	0.00	40.00	0.00	14.54	0.00	23.93	0.00	32.11	0.00	39.98	0.00	56.03	0.00	136.30
	2967	766.46	0.00	35.00	0.00	35.00	0.00	40.00	0.00	14.11	0.00	23.23	0.00	31.17	0.00	38.81	0.00	54.39	0.00	132.30
	2968	743.24	0.00	35.00	0.00	35.00	0.00	40.00	0.00	15.91	0.00	26.18	0.00	35.13	0.00	43.74	0.00	61.30	0.00	149.12
	2969	744.7	0.00	35.00	0.00	35.00	0.00	40.00	0.00	20.40	0.00	33.58	0.00	45.06	0.00	56.11	0.00	78.63	0.00	191.27
	2970	762.28	0.00	35.00	0.00	35.00	0.00	40.00	0.00	21.40	0.00	35.22	0.00	47.25	0.00	58.84	0.00	82.47	0.00	200.60
	2971	789.57	0.00	35.00	0.00	35.00	0.00	40.00	0.00	22.05	0.00	36.30	0.00	48.70	0.00	60.64	0.00	84.99	0.00	206.74
	2972	798.06	0.00	35.00	0.00	35.00	0.00	40.00	0.00	24.88	0.00	40.95	0.00	54.94	0.00	68.42	0.00	95.89	0.00	233.24
	2973	711.1	0.00	35.00	0.00	35.00	0.00	40.00	0.00	23.89	0.00	39.32	0.00	52.76	0.00	65.70	0.00	92.07	0.00	223.96
	2974	690.53	0.00	35.00	0.00	35.00	0.00	40.00	0.00	24.86	0.00	40.91	0.00	54.89	0.00	68.35	0.00	95.80	0.00	233.03
	2975	676.67	0.00	35.00	0.00	35.00	0.00	40.00	0.00	26.30	0.00	43.29	0.00	58.09	0.00	72.33	0.00	101.38	0.00	246.59
	2976	659.84	0.00	35.00	0.00	35.00	0.00	40.00	0.00	32.46	0.00	53.43	0.00	71.69	0.00	89.27	0.00	125.11	0.00	304.32
	2977	610.24	0.00	35.00	0.00	35.00	0.00	40.00	0.00	48.88	0.00	80.45	0.00	107.95	0.00	134.43	0.00	188.40	0.00	458.27
	2978	526.52	0.00	35.00	0.00	35.00	0.00	40.00	0.00	53.51	0.00	88.06	0.00	118.16	0.00	147.14	0.00	206.22	0.00	501.63
	2979	528.57	0.00	35.00	0.00	35.00	0.00	40.00	0.00	69.04	0.00	113.63	0.00	152.46	0.00	189.86	0.00	266.09	0.00	647.24
	2980	504.19	0.00	35.00	0.00	35.00	0.00	40.00	0.00	82.60	0.00	135.94	0.00	182.41	0.00	227.15	0.00	318.35	0.00	774.37
	2981	456.15	0.00	35.00	0.00	35.00	0.00	40.00	0.00	92.94	0.00	152.96	0.00	205.24	0.00	255.59	0.00	358.21	0.00	871.31
	2982	415.66	0.00	35.00	0.00	35.00	0.00	40.00	0.00	104.32	0.00	171.70	0.00	230.38	0.00	286.88	0.00	402.07	0.00	978.01
	2983	446.61	0.00	35.00	0.00	35.00	0.00	40.00	0.00	112.16	0.00	184.59	0.00	247.68	0.00	308.43	0.00	432.27	0.00	1051.47
	2984	384.57	0.00	35.00	0.00	35.00	0.00	40.00	0.00	109.18	0.00	179.69	0.00	241.10	0.00	300.24	0.00	420.80	0.00	1023.56
	2985	373.25	0.00	35.00	0.00	35.00	0.00	40.00	0.00	108.64	0.00	178.80	0.00	239.90	0.00	298.75	0.00	418.70	0.00	1018.46
	2986	336.94	0.00	35.00	0.00	35.00	0.00	40.00	0.00	106.89	0.00	175.93	0.00	236.06	0.00	293.96	0.00	411.98	0.00	1002.12
	2987	336.4	0.00	35.00	0.00	35.00	0.00	40.00	0.00	106.87	0.00	175.89	0.00	236.00	0.00	293.88	0.00	411.88	0.00	1001.88
	2988	330.84	0.00	35.00	0.00	35.00	0.00	40.00	0.00	106.60	0.00	175.45	0.00	235.41	0.00	293.15	0.00	410.86	0.00	999.38
	2989	333.22	0.00	35.00	0.00	35.00	0.00	40.00	0.00	106.71	0.00	175.63	0.00	235.66	0.00	293.47	0.00	411.30	0.00	1000.45
	2990	322.42	0.00	35.00	0.00	35.00	0.00	40.00	0.00	98.06	0.00	161.39	0.00	216.55	0.00	269.67	0.00	377.95	0.00	919.33
	2991	305.42	0.00	35.00	0.00	35.00	0.00	40.00	0.00	90.16	0.00	148.38	0.00	199.10	0.00	247.93	0.00	347.48	0.00	845.22
	2992	305.3	0.00	35.00	0.00	35.00	0.00	40.00	0.00	87.46	0.00	143.94	0.00	193.13	0.00	240.50	0.00	337.07	0.00	819.90
	2993	299.43	0.00	35.00	0.00	35.00	0.00	40.00	0.00	85.89	0.00	141.36	0.00	189.68	0.00	236.20	0.00	331.04	0.00	805.24
	2994	283.1	0.00	35.00	0.00	35.00	0.00	40.00	0.00	85.11	0.00	140.07	0.00	187.95	0.00	234.05	0.00	328.02	0.00	797.90
